"Time","ASMR","Airport CEO","Alien: Isolation","Clash Royale","Dale & Dawson Stationery Supplies","Dead End Exit 8","Dead by Daylight","Dofus","ELDEN RING","FTL: Faster Than Light","Five Nights at Freddy's","Fortnite","Genshin Impact","Golf It!","Grand Theft Auto V","Harry Potter and the Sorcerer's Stone","Haunted Castle","Hearthstone","Hollow Knight","I'm Only Sleeping","IRL","Just Chatting","League of Legends","Maitre des Fleurs","Minecraft","NBA 2K25","Offline","Online","Outlast","Platform 8","Pokémon FireRed/LeafGreen","Pokémon GO","Pokémon HeartGold/SoulSilver","Pokémon Scarlet/Violet","PowerWash Simulator","Rocket League","Selaco","Special Agent","Special Events","Star Citizen","Street Fighter 6","Super Smash Bros. Ultimate","TEKKEN 8","Talk Shows & Podcasts","Teamfight Tactics","That's Not My Neighbor","The Legend of Zelda: Ocarina of Time","The Legend of Zelda: The Wind Waker","The Mortuary Assistant","Trackmania","VALORANT","Voices of the Void","Warhammer 40","World of Warcraft","World of Warships"
2024-09-09 00:45:00,,,,,,,,,,,,,,,,,,,,,,511,1230,,,,0,,,,,,651,,,,,,436677,,,,,,,,,,,,,,,,
2024-09-09 00:50:00,,,,,,,,,,,,,,,,,,,,,,531,588,,,,0,,,,,,626,,,,,,449422,,,,,,,,,,,,,,,,
2024-09-09 00:55:00,,,,,,,,,,,,,,,,,,,,,,506,582,,,,0,,,,,,593,,,,,,485550,,,,,,,,,,,,,,,,
2024-09-09 01:00:00,,,,,,,,,,,,,,,,,,,,,,495,548,,,,0,,,,,,549,,,,,,502141,,,,,,,,,,,,,,,,
2024-09-09 01:05:00,,,,,,,,,,,,,,,,,,,,,,543,563,,,,0,,,,,,594,,,,,,416526,,,,,,,,,,,,,,,,
2024-09-09 01:10:00,,,,,,,,,,,,,,,,,,,,,,513,621,,,,0,,,,,,692,,,,,,425295,,,,,,,,,,,,,,,,
2024-09-09 01:15:00,,,,,,,,,,,,,,,,,,,,,,502,531,,,,0,,,,,,739,,,,,,441043,,,,,,,,,,,,,,,,
2024-09-09 01:20:00,,,,,,,,,,,,,,,,,,,,,,1243,644,,,,0,,,,,,903,,,,,,475297,,,,,,,,,,,,,,,,
2024-09-09 01:25:00,,,,,,,,,,,,,,,,,,,,,,693,948,,,,0,,,,,,,,,,,,385484,,,,,,,,,,,,,,,,
2024-09-09 01:30:00,,,,,,,,,,,,,,,,,,,,,,4468,948,,94,,0,,,,,,,,,,,,43042,,,,,,,,,,,,,,,,
2024-09-09 01:35:00,,,,,,,,,,,,,,,,,,,,,,2296,,,,,0,,,,,,,,,,,,11106,,,,,7619,,,,,,,,,,,
2024-09-09 01:40:00,,,,,,,,,,,,,,,,,,,,,,1570,,,,,0,,,,,,,,,,,,793,,,,,4970,,,,,,,,,,,
2024-09-09 01:45:00,,,,,,,,,,,,,,,,,,,,,,1278,,,,,0,,,,,,,,,,,,779,,,,,4923,,,,,,,,,,,
2024-09-09 01:50:00,,,,,,,,,,,,,,,,,,,,,,1254,,,,,0,,,,,,,,,,,,591,,,,,3994,,,,,,,,,,,
2024-09-09 01:55:00,,,,,,,,,,,,,,,,,,,,,,1188,,,,,0,,,,,,,,,,,,,,,,,3889,,,,,,,,,,,
2024-09-09 02:00:00,,,,,,,,,,,,,,,,,,,,,,1169,,,,,0,,,,,,,,,,,,,,,,,3764,,,,,,,,,,,
2024-09-09 02:05:00,,,,,,,,,,,,,,,,,,,,,,1112,,,,,0,,,,,,,,,,,,,,,,,3652,,,,,,,,,,,
2024-09-09 02:10:00,,,,,,,,,,,,,,,,,,,,,,1099,,,,,0,,,,,,589,,,,,,,,,,,3544,,,,,,,,,,,
2024-09-09 02:15:00,,,,,,,,,,,,,,,,,,,,,,516,,,,,0,,,,,,577,,,,,,,,,,,3377,,,,,,,,,,,
2024-09-09 02:20:00,,,,,,,,,,,,,,,,,,,,,,477,,,,,0,,,,,,597,,,,,,,,,,,3185,,,,,,,,,,,
2024-09-09 02:25:00,,,,,,,,,,,,,,,,,,,,,,466,,,,,0,,,,,,559,,,,,,,,,,,3059,,,,,,,,,,,
2024-09-09 02:30:00,,,,,,,,,,,,,,,,,,,,,,472,,,,,0,,,,,,539,,,,,,,,,,,3360,,,,,,,,,,,
2024-09-09 02:35:00,,,,,,,,,,,,,,,,,,,,,,461,,,,,0,,,,,,561,,,,,,,,,,,2877,,,,,,,,,,,
2024-09-09 02:40:00,,,,,,,,,,,,,,,,,,,,,,460,,,,,0,,,,,,534,,,,,,,,,,,2792,,,,,,,,,,,
2024-09-09 02:45:00,,,,,,,,,,,,,,,,,,,,,,460,,,,,0,,,,,,510,,,,,,,,,,,2726,,,,,,,,,,,
2024-09-09 02:50:00,,,,,,,,,,,,,,,,,,,,,,459,,,,,0,,,,,,525,,,,,,,,,,,2687,,,,,,,,,,,
2024-09-09 02:55:00,,,,,,,,,,,,,,,,,,,,,,470,,,,,0,,,,,,532,,,,,,,,,,,2626,,,,,,,,,,,
2024-09-09 03:00:00,,,,,,,,,,,,,,,,,,,,,,455,,,,,0,,,,,,538,,,,,,,,,,,2591,,,,,,,,,,,
2024-09-09 03:05:00,,,,,,,,,,,,,,,,,,,,,,445,,,,,0,,,,,,522,,,,,,,,,,,2667,,,,,,,,,,,
2024-09-09 03:10:00,,,,,,,,,,,,,,,,,,,,,,438,,,,,0,,,,,,513,,,,,,,,,,,2587,,,,,,,,,,,
2024-09-09 03:15:00,,,,,,,,,,,,,,,,,,,,,,449,,,,,0,,,,,,524,,,,,,,,,,,2943,,,,,,,,,,,
2024-09-09 03:20:00,,,,,,,,,,,,,,,,,,,,,,462,,,,,0,,,,,,516,,,,,,,,,,,2481,,,,,,,,,,,
2024-09-09 03:25:00,,,,,,,,,,,,,,,,,,,,,,455,,,,,0,,,,,,534,,,,,,,,,,,2394,,,,,,,,,,,
2024-09-09 03:30:00,,,,,,,,,,,,,,,,,,,,,,473,,,,,0,,,,,,508,,,,,,,,,,,2519,,,,,,,,,,,
2024-09-09 03:35:00,,,,,,,,,,,,,,,,,,,,,,454,,,,,0,,,,,,489,,,,,,,,,,,2303,,,,,,,,,,,
2024-09-09 03:40:00,,,,,,,,,,,,,,,,,,,,,,472,,,,,0,,,,,,499,,,,,,,,,,,2418,,,,,,,,,,,
2024-09-09 03:45:00,,,,,,,,,,,,,,,,,,,,,,468,,,,,0,,,,,,472,,,,,,,,,,,2249,,,,,,,,,,,
2024-09-09 03:50:00,,,,,,,,,,,,,,,,,,,,,,446,,,,,0,,,,,,482,,,,,,,,,,,2196,,,,,,,,,,,
2024-09-09 03:55:00,,,,,,,,,,,,,,,,,,,,,,431,,,,,0,,,,,,467,,,,,,,,,,,2362,,,,,,,,,,,
2024-09-09 04:00:00,,,,,,,,,,,,,,,,,,,,,,424,,,,,0,,,,,,487,,,,,,,,,,,1993,,,,,,,,,,,
2024-09-09 04:05:00,,,,,,,,,,,,,,,,,,,,,,413,,,,,0,,,,,,467,,,,,,,,,,,1883,,,,,,,,,,,
2024-09-09 04:10:00,,,,,,,,,,,,,,,,,,,,,,441,,,,,0,,,,,,448,,,,,,,,,,,1826,,,,,,,,,,,
2024-09-09 04:15:00,,,,,,,,,,,,,,,,,,,,,,407,,,,,0,,,,,,438,,,,,,,,,,,1886,,,,,,,,,,,
2024-09-09 04:20:00,,,,,,,,,,,,,,,,,,,,,,436,,,,,0,,,,,,460,,,,,,,,,,,1784,,,,,,,,,,,
2024-09-09 04:25:00,,,,,,,,,,,,,,,,,,,,,,391,,,,,0,,,,,,443,,,,,,,,,,,1703,,,,,,,,,,,
2024-09-09 04:30:00,,,,,,,,,,,,,,,,,,,,,,371,,,,,0,,,,,,435,,,,,,,,,,,1682,,,,,,,,,,,
2024-09-09 04:35:00,,,,,,,,,,,,,,,,,,,,,,371,,,,,0,,,,,,424,,,,,,,,,,,1700,,,,,,,,,,,
2024-09-09 04:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,419,,,,,,,,,,,1620,,,,,,,,,,,
2024-09-09 04:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,412,,,,,,,,,,,1674,,,,,,,,,,,
2024-09-09 04:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,419,,,,,,,,,,,1508,,,,,,,,,,,
2024-09-09 04:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,402,,,,,,,,,,,1490,,,,,,,,,,,
2024-09-09 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,391,,,,,,,,,,,1469,,,,,,,,,,,
2024-09-09 05:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,401,,,,,,,,,,,1436,,,,,,,,,,,
2024-09-09 05:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,395,,,,,,,,,,,1437,,,,,,,,,,,
2024-09-09 05:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1437,,,,,,,,,,,
2024-09-09 05:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1488,,,,,,,,,,,
2024-09-09 05:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1456,,,,,,,,,,,
2024-09-09 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1360,,,,,,,,,,,
2024-09-09 05:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1377,,,,,,,,,,,
2024-09-09 05:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1325,,,,,,,,,,,
2024-09-09 05:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1374,,,,,,,,,,,
2024-09-09 05:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1312,,,,,,,,,,,
2024-09-09 05:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1374,,,,,,,,,,,
2024-09-09 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1354,,,,,,,,,,,
2024-09-09 06:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 06:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 06:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 06:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 06:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 06:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 06:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 06:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 06:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 06:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 07:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,55,,,,,,,
2024-09-09 07:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,96,,,,,,,
2024-09-09 07:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,96,,,,,,,
2024-09-09 07:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,180,,,,,,,
2024-09-09 07:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,250,,,,,,,
2024-09-09 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,280,,,,,,,
2024-09-09 07:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,296,,,,,,,
2024-09-09 07:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,308,,,,,,,
2024-09-09 07:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,342,,,,,,,
2024-09-09 07:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,372,,,,,,,
2024-09-09 07:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,437,,,,,,,
2024-09-09 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,393,,,,,,,
2024-09-09 08:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,434,,,,,,,
2024-09-09 08:10:00,,,,,,,,,,,,,,,,,,,,,,,37,,,,0,,,,,,,,,,,,,,,,,,,,,436,,,,,,,
2024-09-09 08:15:00,,,,,,,,,,,,,,,,,,,,,,,73,,,,0,,,,,,,,,,,,,,,,,,,,,424,,,,,,,
2024-09-09 08:20:00,,,,,,,,,,,,,,,,,,,,,,,85,,,,0,,,,,,,,,,,,,,,,,,,,,451,,,,,,,
2024-09-09 08:25:00,,,,,,,,,,,,,,,,,,,,,,,107,,,,0,,,,,,,,,,,,,,,,,,,,,474,,,,,,,
2024-09-09 08:30:00,,,,,,,,,,,,,,,,,,,,,,,137,,,,0,,,,,,,,,,,,,,,,,,,,,483,,,,,,,
2024-09-09 08:35:00,,,,,,,,,,,,,,,,,,,,,,,149,,,,0,,,,,,,,,,,,,,,,,,,,,538,,,,,,,
2024-09-09 08:40:00,,,,,,,,44,,,,,,,,,,,,,,,177,,,,0,,,,,,,,,,,,,,,,,,,,,561,,,,,,,
2024-09-09 08:45:00,,,,,,,,143,,,,,,,,,,,,,,,190,,,,0,,,,,,,,,,,,,,,,,,,,,562,,,,,,,
2024-09-09 08:50:00,,,,,,,,147,,,,,,,,,,,,,,,201,,,,0,,,,,,,,,,,,,,,,,,,,,588,,,,,,,
2024-09-09 08:55:00,,,,,,,,174,,,,,,,,,,,,,,,211,,,,0,,,,,,,,,,,,,,,,,,,,,617,,,,,,,
2024-09-09 09:00:00,,,,,,,,266,,,,,,,,,,,,,,,243,,,,0,,,,,,,,,,,,,,,,,,,,,585,,,,,,,
2024-09-09 09:05:00,,,,,,,,272,23,,,,,,,,,,,,,,246,,,,0,,,,,,,,,,,,,,,,,,,,,667,,,,,,,
2024-09-09 09:10:00,,,,,,,,307,80,,,,,,,,,,,,,,239,,,,0,,,,,,,,,,,,,,,,,,,,,691,,,,,,,
2024-09-09 09:15:00,,,,,,,,301,169,,,,,,,,,,,,,,201,,,,0,,,,,,,,,,,,,,,,,,,,,628,,,,,,,
2024-09-09 09:20:00,,,,,,,,351,182,,,,,,,,,,,,,,209,,,,0,,,,,,,,,,,,,,,,,,,,,628,,,,,,,
2024-09-09 09:25:00,,,,,,,,343,230,,,,,,,,,,,,,,203,,,,0,,,,,,,,,,,,,,,,,,,,,646,,,,,,,
2024-09-09 09:30:00,,,,,,,,367,250,,,,,,,,,,,,,,206,,,,0,,,,,,,,,,,,,,,,,,,,,658,,,,,,,
2024-09-09 09:35:00,,,,,,,,410,258,,,,,,,,,,,,,,219,,,,0,,,,,,,,,,,,,,,,,,,,,647,,,,,,,
2024-09-09 09:40:00,,,,,,,,402,261,,,,,,,,,,,,74,,222,,,,0,,,,,,,,,,,,,,,,,,,,,787,,,,,,,
2024-09-09 09:45:00,,,,,,,,431,271,,,,,,,,,,,,195,,214,,,,0,,,,,,,,,,,,,,,,,,,,,686,,,,,,,
2024-09-09 09:50:00,,,,,,,,425,268,,,,,,,,,,,,292,,193,,,,0,,,,,,,,,,,,,,,,,,,,,699,,,,,,,
2024-09-09 09:55:00,,,,,,,,417,268,,,,,,,,,,,,302,,218,,,,0,,,,,,,,,,,,,,,,,,,,,712,,,,,,,
2024-09-09 10:00:00,,,,,,,,474,327,,,,,,,,,,,,428,,229,,,,0,,,,,,,,,,,,,,,,,,,,,735,,,,,,,
2024-09-09 10:05:00,,,,,,,,446,279,,,,,,,,,,,,469,,239,,,,0,,,,,,,,,,,,,,,,,,,,,746,,,,,,,
2024-09-09 10:10:00,,,,,,,,428,302,,,,,,,,,,,,488,,212,,,,0,,,,,,,,,,,,,,,,,,,,,745,,,,,,,
2024-09-09 10:15:00,,,,,,,,453,306,,,,,,,,,,,,472,,218,,,,0,,,,,,,,,,,,,,,,,,,,,681,,,,,,,
2024-09-09 10:20:00,,,,,,,,445,297,,,,,,,,,,,,480,,208,,,,0,,,,,,,,,,,,,,,,,,,,,718,,,,,,,
2024-09-09 10:25:00,,,,,,,,458,306,,,,,,,,,,,,499,,229,,,,0,,,,,,,,,,,,,,,,,,,,,746,,,,,,,
2024-09-09 10:30:00,,,,,,,,468,310,,,,,,,,,,,,513,,259,,,,0,,,,,,,,,,,,,,,,,,,,,767,,,,,,,
2024-09-09 10:35:00,,,,,,,,500,325,,,,,,,,,789,,,523,,211,,,,0,,,,,,,,,,,,,,,,,,,,,767,,,,,,,
2024-09-09 10:40:00,,,,,,,,494,340,,,,,,,,,890,,,542,634,204,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 10:45:00,,,,,,,,501,330,,,,,,,,,877,,,569,4459,198,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 10:50:00,,,,,,,,469,343,,,,,,,,,911,,,535,6756,201,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 10:55:00,,,,,,,,480,320,,,,,,,,,911,,,515,8757,225,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 11:00:00,,,,,,,,448,332,,,,,,,,,892,,,535,10032,192,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 11:05:00,,,,,,,,448,327,,,,,,,,,909,,,421,10480,196,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 11:10:00,,,,,,,,438,408,,,,,,,,,956,,,488,11647,191,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 11:15:00,,,,,,,,445,392,,,,,,,,,1019,,,441,12902,210,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09 11:20:00,,,,,,,,385,398,,,,,,,,,1040,,,624,10062,198,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
2024-09-09 11:25:00,,,,,,,,434,409,,,,,,,,,965,,,526,7204,214,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,76,
2024-09-09 11:30:00,,,,,,,,458,392,,,,,,,,,1009,,,507,7030,208,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,90,
2024-09-09 11:35:00,,,,,,,,447,397,,,,,,,,,1058,,,547,6838,198,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,157,
2024-09-09 11:40:00,,,,,,,,481,389,,,,,,,,,1122,,,494,6657,214,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,535,
2024-09-09 11:45:00,,,,,,,,467,396,,,,,,,,,1135,,,390,7080,205,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,632,
2024-09-09 11:50:00,,,,,,,,451,376,,,,,,,,,1299,,,483,6878,213,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,664,
2024-09-09 11:55:00,,,,,,,,444,435,,,,,,,,,1055,,,488,6890,224,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,678,
2024-09-09 12:00:00,,,,,,,,425,372,,,,,,,,,1079,,,499,6806,242,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,720,
2024-09-09 12:05:00,,,,,,,,432,392,,,,,,,,,1157,,,543,7015,196,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,793,
2024-09-09 12:10:00,,,,,,,,424,397,,,,,,,,,1215,,,563,1656,219,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,847,
2024-09-09 12:15:00,,,,,,,,439,354,,,,,,,,,1233,,,572,1891,222,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,865,
2024-09-09 12:20:00,,,,,,,,435,387,,,,,,,,,1272,,,604,2140,236,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,855,
2024-09-09 12:25:00,,,,,,,,441,394,,,,,,,,,1223,,,554,2200,232,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,827,
2024-09-09 12:30:00,,,,,,,,424,400,,,,,,,,,1294,,,599,2276,246,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,809,
2024-09-09 12:35:00,,,,,,,,443,394,,,,,,,,,1312,,,585,2316,225,,35,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,978,
2024-09-09 12:40:00,,,,,,,,349,404,,,,,,,,,1376,,,525,2346,230,,52,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,869,
2024-09-09 12:45:00,,,,,,,,,394,,,,,,,,,1412,,,525,2517,216,,75,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,898,
2024-09-09 12:50:00,,,,,,,,,390,,,,,,,,,1412,,,,2468,326,,85,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,944,
2024-09-09 12:55:00,,,,,,,,,403,,,,,,,,,1293,,,,2437,337,,104,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,944,
2024-09-09 13:00:00,,,,,,,,,449,,,,,,,,,1309,,,,2473,403,,108,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,943,
2024-09-09 13:05:00,,,,,,,,,384,,,,,,,,,1334,,,,2494,498,,105,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,997,
2024-09-09 13:10:00,,,,,,,,,390,,,,,,,,,1272,,,,1927,620,,115,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,894,
2024-09-09 13:15:00,,,,,,,,,401,,,,,,,,,1342,,,,1985,702,,132,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,995,
2024-09-09 13:20:00,,,,,,,,,409,,,,,,,,,1365,,,,2075,886,,126,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,964,
2024-09-09 13:25:00,,,,,,,,,400,,,,,,,,,1398,,,,2046,958,,119,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,872,
2024-09-09 13:30:00,,,,,,,,,393,,,,,,,,,1152,,,,2080,866,,121,125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,920,
2024-09-09 13:35:00,,,,,,,,,399,,,,,,,,,948,,,,2031,1027,,147,129,0,,,,,,,,,,,,,,,,,,,,,,,,,,,866,
2024-09-09 13:40:00,,,,,,,,,409,,,,,,,,,937,,,,1911,1080,,133,144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,903,
2024-09-09 13:45:00,,,,,,,,,398,,,,,,,,,937,,,,2198,1065,,134,157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,888,
2024-09-09 13:50:00,,,,,,,,,397,,,,,,,,,922,,,,1939,1081,,138,164,0,,,,,,,,,,,,,,,,,,,,,,,,,,,872,
2024-09-09 13:55:00,,,,,,,,,397,,,,,,,,,897,,,,2020,1042,,134,185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,895,
2024-09-09 14:00:00,,,,,,,,,391,,,,,,,,,880,,,,1984,1183,,129,191,0,,,,,,,,,,,,,,,,,,,,,,,,,,,905,
2024-09-09 14:05:00,,,,,,,,,388,,,,,,,,,956,,,,1923,1203,,140,220,0,,,,,,,,,,,,,,,,,,,,,,,,,,,854,
2024-09-09 14:10:00,,,,,,,,,392,,,,,,,,,860,,,,2033,1230,,143,212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,908,
2024-09-09 14:15:00,,,,,,,,,383,,,,,,,,,885,,,,2097,1144,,143,198,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1020,
2024-09-09 14:20:00,,,,,,,,,388,,,,,,,,,853,,,,2103,1334,,137,194,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1092,
2024-09-09 14:25:00,,,,,,,,,407,,,,,,,,,835,,,,2200,1311,,126,192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1102,
2024-09-09 14:30:00,,,,,,,,,414,,,,,,,,,850,,,,2507,1092,,144,194,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1113,
2024-09-09 14:35:00,,,,,,,,,404,,,,,,,,,859,,,,2274,1216,,125,212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1159,
2024-09-09 14:40:00,,,,,,,,,416,,,,,,,,,829,,,,2112,1242,,128,207,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1169,
2024-09-09 14:45:00,,,,,,,,,416,,,,,,,,,839,,,,2172,1269,,128,243,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1227,
2024-09-09 14:50:00,,,,,,,,,421,,,,,,,,,819,,,,2133,1358,,126,211,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1114,
2024-09-09 14:55:00,,,,,,,,,421,,,,,,,,,819,,,,2065,1351,,134,225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1140,
2024-09-09 15:00:00,,,,,,,,,434,,,,,,,,,832,,,,2091,1378,,129,221,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1180,
2024-09-09 15:05:00,,,,,,,,,425,,,,,,,,,800,,,,2130,1316,,133,227,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1187,
2024-09-09 15:10:00,,,,,,,,,430,,,,,,,,,809,,,,2089,1405,,131,232,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,
2024-09-09 15:15:00,,,,,,,,,475,,,,,,,,,761,,,,1779,1531,,125,228,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1207,
2024-09-09 15:20:00,,,,,,,,,433,,,,,,,,,829,,,,1963,1573,,131,199,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1168,
2024-09-09 15:25:00,,178,,,,,,,442,,,,,,,,,845,,,,1989,1510,,134,194,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1217,
2024-09-09 15:30:00,,182,,,,,,,442,,,,,,,,,822,,,,1856,1750,,137,205,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1239,
2024-09-09 15:35:00,,210,,,,,,,445,,,,,,,,,832,,,,1709,1680,,134,205,0,,,,,,,,,,,,,,,,,,,,,,,,,,193,1290,
2024-09-09 15:40:00,,181,,,,,,,464,,,,,,,,,871,,,,1753,1618,,134,,0,,,,,,,,,,,,,,,,,,,,,,,,,,180,1263,
2024-09-09 15:45:00,,184,,,,,,,433,,,,,,,,,859,,,,1727,1679,,136,,0,,,,,,,,,,,,,,,,,,,,,,,,,,182,1236,
